tau_s,tau_m,answerable_retention,unanswerable_refusal,balanced_abstention_accuracy
9.0,0.5,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,1.0,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,1.5,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,2.0,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,2.5,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,3.0,0.06285714285714286,0.9942857142857143,0.5285714285714286
9.0,3.5,0.06,0.9942857142857143,0.5271428571428571
9.0,4.0,0.06,0.9942857142857143,0.5271428571428571
9.0,4.5,0.06,0.9942857142857143,0.5271428571428571
9.0,5.0,0.06,0.9942857142857143,0.5271428571428571
9.5,-5.0,0.03428571428571429,1.0,0.5171428571428571
9.5,-4.5,0.03428571428571429,1.0,0.5171428571428571
9.5,-4.0,0.03428571428571429,1.0,0.5171428571428571
9.5,-3.5,0.03428571428571429,1.0,0.5171428571428571
9.5,-3.0,0.03428571428571429,1.0,0.5171428571428571
9.5,-2.5,0.03428571428571429,1.0,0.5171428571428571
9.5,-2.0,0.03428571428571429,1.0,0.5171428571428571
9.5,-1.5,0.03428571428571429,1.0,0.5171428571428571
9.5,-1.0,0.03428571428571429,1.0,0.5171428571428571
9.5,-0.5,0.03428571428571429,1.0,0.5171428571428571
9.5,0.0,0.03428571428571429,1.0,0.5171428571428571
9.5,0.5,0.03428571428571429,1.0,0.5171428571428571
9.5,1.0,0.03428571428571429,1.0,0.5171428571428571
9.5,1.5,0.03428571428571429,1.0,0.5171428571428571
9.5,2.0,0.03428571428571429,1.0,0.5171428571428571
9.5,2.5,0.03428571428571429,1.0,0.5171428571428571
9.5,3.0,0.03428571428571429,1.0,0.5171428571428571
9.5,3.5,0.03142857142857143,1.0,0.5157142857142857
9.5,4.0,0.03142857142857143,1.0,0.5157142857142857
9.5,4.5,0.03142857142857143,1.0,0.5157142857142857
9.5,5.0,0.03142857142857143,1.0,0.5157142857142857
10.0,-5.0,0.017142857142857144,1.0,0.5085714285714286
10.0,-4.5,0.017142857142857144,1.0,0.5085714285714286
10.0,-4.0,0.017142857142857144,1.0,0.5085714285714286
10.0,-3.5,0.017142857142857144,1.0,0.5085714285714286
10.0,-3.0,0.017142857142857144,1.0,0.5085714285714286
10.0,-2.5,0.017142857142857144,1.0,0.5085714285714286
10.0,-2.0,0.017142857142857144,1.0,0.5085714285714286
10.0,-1.5,0.017142857142857144,1.0,0.5085714285714286
10.0,-1.0,0.017142857142857144,1.0,0.5085714285714286
10.0,-0.5,0.017142857142857144,1.0,0.5085714285714286
10.0,0.0,0.017142857142857144,1.0,0.5085714285714286
10.0,0.5,0.017142857142857144,1.0,0.5085714285714286
10.0,1.0,0.017142857142857144,1.0,0.5085714285714286
10.0,1.5,0.017142857142857144,1.0,0.5085714285714286
10.0,2.0,0.017142857142857144,1.0,0.5085714285714286
10.0,2.5,0.017142857142857144,1.0,0.5085714285714286
10.0,3.0,0.017142857142857144,1.0,0.5085714285714286
10.0,3.5,0.017142857142857144,1.0,0.5085714285714286
10.0,4.0,0.017142857142857144,1.0,0.5085714285714286
10.0,4.5,0.017142857142857144,1.0,0.5085714285714286
10.0,5.0,0.017142857142857144,1.0,0.5085714285714286
